is_valid,issues,metrics,path
True,[],"{'blur_score': 123.46900820051667, 'brightness': 158.80394554138184, 'contrast': 53.69017394752364, 'noise_level': 0.21666427581637268}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_010.png
True,[],"{'blur_score': 137.64047350786024, 'brightness': 157.7691888809204, 'contrast': 49.77653573434711, 'noise_level': 0.28189100646352916}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001162_000.png
False,['too_blurry'],"{'blur_score': 24.130031470991526, 'brightness': 174.82930755615234, 'contrast': 37.12023965626191, 'noise_level': 0.296613623380392}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001158_001.png
True,[],"{'blur_score': 67.83611999780624, 'brightness': 115.23264503479004, 'contrast': 63.062260767550775, 'noise_level': 0.4839238605124487}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001163_000.png
True,[],"{'blur_score': 67.81733952441937, 'brightness': 127.3975658416748, 'contrast': 65.98580606267448, 'noise_level': 0.5670402396248256}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001159_000.png
False,['too_blurry'],"{'blur_score': 19.862311701805993, 'brightness': 156.90146160125732, 'contrast': 50.19314440386911, 'noise_level': 0.3155254174785787}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_002.png
True,[],"{'blur_score': 57.15052705630296, 'brightness': 120.25908660888672, 'contrast': 71.66655370925537, 'noise_level': 0.5434718932045904}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001159_001.png
True,[],"{'blur_score': 65.25470775771828, 'brightness': 123.01143836975098, 'contrast': 66.0038719544838, 'noise_level': 0.5599148186197466}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001159_002.png
True,[],"{'blur_score': 107.51642844974046, 'brightness': 158.13219738006592, 'contrast': 51.45855294965285, 'noise_level': 0.23966965218049346}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_012.png
False,['too_blurry'],"{'blur_score': 26.708669151535105, 'brightness': 164.35451221466064, 'contrast': 41.26166997166481, 'noise_level': 0.3024535127617755}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001158_002.png
True,[],"{'blur_score': 56.919232232132345, 'brightness': 97.82664966583252, 'contrast': 70.47495174437711, 'noise_level': 0.4944597001203404}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001168_000.png
True,[],"{'blur_score': 72.6301737720496, 'brightness': 138.45636558532715, 'contrast': 65.75571651447915, 'noise_level': 0.5732141112419856}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001169_000.png
True,[],"{'blur_score': 104.67640802747243, 'brightness': 156.76287746429443, 'contrast': 51.9466918690167, 'noise_level': 0.24181993780867864}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_009.png
True,[],"{'blur_score': 58.11097975795565, 'brightness': 119.37153911590576, 'contrast': 72.738413239941, 'noise_level': 0.5641801917482746}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001165_001.png
False,['too_blurry'],"{'blur_score': 39.02084464631389, 'brightness': 126.12878131866455, 'contrast': 45.57152610045246, 'noise_level': 0.473318624595686}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_000.png
False,['too_blurry'],"{'blur_score': 17.424304116284475, 'brightness': 154.73805141448975, 'contrast': 54.52519325173281, 'noise_level': 0.27059120748996895}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_006.png
False,['too_blurry'],"{'blur_score': 20.622453495449008, 'brightness': 157.66090774536133, 'contrast': 47.64069457283649, 'noise_level': 0.32197847424612447}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001164_000.png
False,['too_blurry'],"{'blur_score': 20.211052502300845, 'brightness': 150.8638162612915, 'contrast': 59.076776917203745, 'noise_level': 0.2886800453604788}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001160_000.png
True,[],"{'blur_score': 149.40848283607045, 'brightness': 169.74635410308838, 'contrast': 55.22549248404313, 'noise_level': 0.29626544189986087}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001161_001.png
True,[],"{'blur_score': 155.48529887979018, 'brightness': 168.38912391662598, 'contrast': 58.81263657755545, 'noise_level': 0.2767206814686006}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001161_000.png
False,['too_blurry'],"{'blur_score': 33.211482629775674, 'brightness': 154.5315761566162, 'contrast': 61.66576269588767, 'noise_level': 0.281936604038234}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_004.png
False,['too_blurry'],"{'blur_score': 21.348951574749663, 'brightness': 177.22378730773926, 'contrast': 43.536672069837294, 'noise_level': 0.3476755074433688}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001169_001.png
True,[],"{'blur_score': 133.30492769242016, 'brightness': 173.2762908935547, 'contrast': 60.08528195148788, 'noise_level': 0.25786168456217734}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001165_000.png
True,[],"{'blur_score': 121.4696927178728, 'brightness': 148.27043533325195, 'contrast': 65.92756426190131, 'noise_level': 0.2576850939548776}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_022.png
True,[],"{'blur_score': 130.10445728096138, 'brightness': 151.9152431488037, 'contrast': 62.851013289833126, 'noise_level': 0.31512983851907816}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_020.png
True,[],"{'blur_score': 148.29740830282236, 'brightness': 162.2347526550293, 'contrast': 45.502516836473106, 'noise_level': 0.26270882674691737}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_015.png
True,[],"{'blur_score': 120.43619819090128, 'brightness': 154.06416988372803, 'contrast': 51.32461703270506, 'noise_level': 0.2722189209133134}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_016.png
True,[],"{'blur_score': 110.67374487126652, 'brightness': 153.2918996810913, 'contrast': 51.638196654481206, 'noise_level': 0.2706686033733495}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_029.png
True,[],"{'blur_score': 113.10747851170038, 'brightness': 155.73486518859863, 'contrast': 64.59657802442871, 'noise_level': 0.3194012113284884}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_031.png
True,[],"{'blur_score': 108.0061393815813, 'brightness': 158.05227375030518, 'contrast': 59.74047210348869, 'noise_level': 0.33894157199376834}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_023.png
True,[],"{'blur_score': 127.72135761401887, 'brightness': 151.39124393463135, 'contrast': 68.61640696805246, 'noise_level': 0.3123101884938007}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_040.png
True,[],"{'blur_score': 115.0323836302814, 'brightness': 155.7249574661255, 'contrast': 63.963097169529654, 'noise_level': 0.31864085177134926}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_036.png
True,[],"{'blur_score': 113.92217413480721, 'brightness': 148.47913265228271, 'contrast': 64.24120167706856, 'noise_level': 0.28545021715222074}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_018.png
True,[],"{'blur_score': 112.57079507598142, 'brightness': 151.05954360961914, 'contrast': 58.60506390065827, 'noise_level': 0.24638829482175845}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_017.png
True,[],"{'blur_score': 135.2896514626688, 'brightness': 156.2655143737793, 'contrast': 57.13213124921803, 'noise_level': 0.2647025207040768}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_032.png
True,[],"{'blur_score': 119.69861043844762, 'brightness': 149.71127223968506, 'contrast': 66.41529780822736, 'noise_level': 0.32449054063150706}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_042.png
True,[],"{'blur_score': 107.25592860292726, 'brightness': 152.72626876831055, 'contrast': 55.11351432837652, 'noise_level': 0.24187933464941255}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_028.png
True,[],"{'blur_score': 127.40666851704609, 'brightness': 152.56027221679688, 'contrast': 65.7733156238366, 'noise_level': 0.31377471059714895}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_037.png
True,[],"{'blur_score': 129.10614830855047, 'brightness': 163.3848705291748, 'contrast': 47.632568071841774, 'noise_level': 0.25539481577277406}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_014.png
False,['too_blurry'],"{'blur_score': 45.68441599516882, 'brightness': 79.71765518188477, 'contrast': 54.601073194733, 'noise_level': 0.44539590978050336}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_050.png
True,[],"{'blur_score': 118.12295084208017, 'brightness': 161.3197946548462, 'contrast': 60.572537093984124, 'noise_level': 0.2945493331781852}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_043.png
True,[],"{'blur_score': 99.50540117447962, 'brightness': 155.01515102386475, 'contrast': 57.341214077005375, 'noise_level': 0.2505588729923475}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_027.png
True,[],"{'blur_score': 55.400868714327764, 'brightness': 84.85587406158447, 'contrast': 55.65104255693047, 'noise_level': 0.46475348016823853}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_049.png
True,[],"{'blur_score': 105.60329430515279, 'brightness': 159.24031829833984, 'contrast': 58.412198009982696, 'noise_level': 0.2884522574763175}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_035.png
True,[],"{'blur_score': 128.96369001158382, 'brightness': 155.24879837036133, 'contrast': 56.17120210235253, 'noise_level': 0.2962096448676563}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_033.png
True,[],"{'blur_score': 108.73072767734155, 'brightness': 145.52182483673096, 'contrast': 66.3255277166111, 'noise_level': 0.2683693256699227}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_025.png
True,[],"{'blur_score': 125.7111162907349, 'brightness': 139.35414695739746, 'contrast': 68.51882612888166, 'noise_level': 0.24508756400649465}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_041.png
True,[],"{'blur_score': 104.36411090473015, 'brightness': 114.88588523864746, 'contrast': 55.0670191115682, 'noise_level': 0.2739232302625874}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_051.png
True,[],"{'blur_score': 111.53565811773933, 'brightness': 156.12168788909912, 'contrast': 68.45666236852169, 'noise_level': 0.23657021703674214}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_047.png
True,[],"{'blur_score': 106.41990738518868, 'brightness': 148.4983263015747, 'contrast': 58.351619368023805, 'noise_level': 0.2631106053766629}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_026.png
True,[],"{'blur_score': 114.2662766089987, 'brightness': 153.37613201141357, 'contrast': 60.464444119278916, 'noise_level': 0.25373390411521474}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_019.png
True,[],"{'blur_score': 97.19555189005041, 'brightness': 160.12211990356445, 'contrast': 59.612468980576715, 'noise_level': 0.31256217509085366}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_045.png
True,[],"{'blur_score': 65.53046090382486, 'brightness': 91.5721321105957, 'contrast': 59.984914696971906, 'noise_level': 0.5228931877679622}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_048.png
True,[],"{'blur_score': 125.11624542530626, 'brightness': 155.2637758255005, 'contrast': 64.25891399894903, 'noise_level': 0.3275565775516807}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_038.png
True,[],"{'blur_score': 92.65341631414684, 'brightness': 162.279860496521, 'contrast': 57.12028123776004, 'noise_level': 0.29980345371610195}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_046.png
True,[],"{'blur_score': 122.96241190243381, 'brightness': 158.84066104888916, 'contrast': 64.21290419064933, 'noise_level': 0.31716313037006016}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_034.png
True,[],"{'blur_score': 101.10030941261266, 'brightness': 145.52838611602783, 'contrast': 57.98457028492862, 'noise_level': 0.2596573890502238}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_024.png
True,[],"{'blur_score': 120.86784833892894, 'brightness': 159.85806369781494, 'contrast': 58.86257471777911, 'noise_level': 0.29387276916403426}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_039.png
True,[],"{'blur_score': 116.59415793610606, 'brightness': 155.15894031524658, 'contrast': 65.48627309047163, 'noise_level': 0.3329668897818978}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_044.png
True,[],"{'blur_score': 121.72412568096478, 'brightness': 158.4504852294922, 'contrast': 59.93292709896257, 'noise_level': 0.28891863267022816}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_021.png
True,[],"{'blur_score': 107.79536437871502, 'brightness': 159.881817817688, 'contrast': 61.28260375718031, 'noise_level': 0.30454880131520706}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_030.png
True,[],"{'blur_score': 144.80428582243258, 'brightness': 169.58717727661133, 'contrast': 49.90723223738533, 'noise_level': 0.30673168520951893}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001173_000.png
True,[],"{'blur_score': 171.524490127209, 'brightness': 172.4378023147583, 'contrast': 48.36578127066011, 'noise_level': 0.31138803754220457}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001172_000.png
False,['too_blurry'],"{'blur_score': 18.28817405387872, 'brightness': 177.41937351226807, 'contrast': 39.5449289120523, 'noise_level': 0.3244683418122429}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_003.png
False,['too_blurry'],"{'blur_score': 25.1397608145262, 'brightness': 98.43135452270508, 'contrast': 42.479423982511435, 'noise_level': 0.4024331949297888}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001183_000.png
True,[],"{'blur_score': 171.408229019984, 'brightness': 166.926251411438, 'contrast': 59.447677286105076, 'noise_level': 0.3435399274112592}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_008.png
True,[],"{'blur_score': 159.4191107590438, 'brightness': 159.05393505096436, 'contrast': 63.866704523086604, 'noise_level': 0.3136501172241617}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_007.png
True,[],"{'blur_score': 86.2509155006228, 'brightness': 120.86475372314453, 'contrast': 65.32960820544349, 'noise_level': 0.6114728762916823}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001178_000.png
False,['too_blurry'],"{'blur_score': 11.21128138176573, 'brightness': 181.4736156463623, 'contrast': 51.34311821027463, 'noise_level': 0.2649131095030425}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_000.png
True,[],"{'blur_score': 74.4188556768895, 'brightness': 117.09500122070312, 'contrast': 64.97291165084623, 'noise_level': 0.5886012928112349}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001174_000.png
True,[],"{'blur_score': 63.27478149822855, 'brightness': 120.28702068328857, 'contrast': 65.95052841988577, 'noise_level': 0.5980359909878777}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001184_000.png
True,[],"{'blur_score': 139.95187565325477, 'brightness': 157.27046012878418, 'contrast': 69.3122338447132, 'noise_level': 0.3137293130118069}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001187_001.png
True,[],"{'blur_score': 104.95353072881699, 'brightness': 103.70530700683594, 'contrast': 54.45329666445645, 'noise_level': 0.2834187252055034}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_053.png
True,[],"{'blur_score': 147.4372741116153, 'brightness': 168.75918102264404, 'contrast': 61.61567351324327, 'noise_level': 0.31400129854513387}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001185_000.png
False,['too_blurry'],"{'blur_score': 24.962883185940882, 'brightness': 189.41005325317383, 'contrast': 70.11157566292076, 'noise_level': 0.28620677691146784}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001179_001.png
True,[],"{'blur_score': 94.62942938503329, 'brightness': 95.80969047546387, 'contrast': 57.12917255023686, 'noise_level': 0.4138905855211885}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_052.png
False,['too_blurry'],"{'blur_score': 17.364565076858526, 'brightness': 171.01659393310547, 'contrast': 51.038992554443716, 'noise_level': 0.2860543850170596}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_002.png
True,[],"{'blur_score': 170.7072420751174, 'brightness': 168.51969623565674, 'contrast': 57.76268593646284, 'noise_level': 0.33778863331756975}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_011.png
False,['too_blurry'],"{'blur_score': 21.91966421320103, 'brightness': 166.986159324646, 'contrast': 81.34747844116443, 'noise_level': 0.24457679117405556}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001179_000.png
True,[],"{'blur_score': 72.25509113305816, 'brightness': 99.64533615112305, 'contrast': 70.4715100704209, 'noise_level': 0.5424677466142708}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001180_000.png
True,[],"{'blur_score': 138.15070849328077, 'brightness': 156.50990962982178, 'contrast': 49.798713384701486, 'noise_level': 0.249608523540605}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001186_000.png
True,[],"{'blur_score': 151.16629887552696, 'brightness': 164.17674732208252, 'contrast': 57.37309246913549, 'noise_level': 0.3294876748383024}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_005.png
False,"['too_blurry', 'low_contrast']","{'blur_score': 27.14954985186978, 'brightness': 109.91857147216797, 'contrast': 29.799289028381256, 'noise_level': 0.4372353438338798}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001176_000.png
False,['too_blurry'],"{'blur_score': 16.837702524912856, 'brightness': 170.8392734527588, 'contrast': 43.806620488886225, 'noise_level': 0.30172635143885124}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_001.png
False,['too_blurry'],"{'blur_score': 19.070553599856794, 'brightness': 161.43371963500977, 'contrast': 46.435666090584334, 'noise_level': 0.33462300169475134}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_004.png
True,[],"{'blur_score': 182.26415967059074, 'brightness': 172.11313819885254, 'contrast': 63.50472339546559, 'noise_level': 0.26685660613015405}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_010.png
True,[],"{'blur_score': 177.4468302190349, 'brightness': 172.2007474899292, 'contrast': 57.57887164355961, 'noise_level': 0.35243505428722843}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_009.png
True,[],"{'blur_score': 79.70146179199219, 'brightness': 57.95745658874512, 'contrast': 78.9132696863687, 'noise_level': 0.17115909619713895}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001181_000.png
True,[],"{'blur_score': 66.74795889636783, 'brightness': 79.93258571624756, 'contrast': 69.89794951415, 'noise_level': 0.49769672794565717}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_055.png
True,[],"{'blur_score': 122.2872060705231, 'brightness': 130.01405906677246, 'contrast': 69.95465341664165, 'noise_level': 0.32890030607993376}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001183_001.png
True,[],"{'blur_score': 132.95853037453963, 'brightness': 135.57376861572266, 'contrast': 70.76517814314916, 'noise_level': 0.2703822186059052}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001187_000.png
True,[],"{'blur_score': 57.03750214223692, 'brightness': 116.87193870544434, 'contrast': 68.86924313665966, 'noise_level': 0.5692363228170783}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001175_000.png
True,[],"{'blur_score': 82.81485098333965, 'brightness': 116.27787780761719, 'contrast': 64.6431014357771, 'noise_level': 0.5990903349082454}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001171_000.png
True,[],"{'blur_score': 73.25746148800576, 'brightness': 141.6502628326416, 'contrast': 57.621107903298906, 'noise_level': 0.6544637896425433}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001177_000.png
True,[],"{'blur_score': 186.60316396498817, 'brightness': 158.69089126586914, 'contrast': 67.63385827817115, 'noise_level': 0.36314088485344953}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001182_006.png
True,[],"{'blur_score': 106.79419739079343, 'brightness': 111.84959316253662, 'contrast': 51.29727532330967, 'noise_level': 0.3065324958042295}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001170_054.png
True,[],"{'blur_score': 140.70400252284767, 'brightness': 156.83743381500244, 'contrast': 47.880635992832055, 'noise_level': 0.3716078345037914}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001199_003.png
True,[],"{'blur_score': 111.51989864624059, 'brightness': 160.62289333343506, 'contrast': 60.1464115774966, 'noise_level': 0.30988931725782776}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001190_003.png
True,[],"{'blur_score': 139.46609120116045, 'brightness': 169.79883289337158, 'contrast': 53.93725731762314, 'noise_level': 0.3623403274343996}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001187_005.png
True,[],"{'blur_score': 72.91514456504592, 'brightness': 124.1721363067627, 'contrast': 64.19734336119451, 'noise_level': 0.6504732018984206}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001192_001.png
True,[],"{'blur_score': 105.11482557546331, 'brightness': 139.54157066345215, 'contrast': 41.97659925892392, 'noise_level': 0.2978313586101185}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001200_003.png
False,['too_blurry'],"{'blur_score': 19.92627891120719, 'brightness': 162.75755405426025, 'contrast': 44.68469197089226, 'noise_level': 0.30920895344578475}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001200_002.png
True,[],"{'blur_score': 113.36325136083082, 'brightness': 153.02807426452637, 'contrast': 46.41216797312874, 'noise_level': 0.2694128701647023}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001187_004.png
True,[],"{'blur_score': 134.5214091884323, 'brightness': 166.54849529266357, 'contrast': 51.22012444529325, 'noise_level': 0.33758544412502545}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001199_005.png
True,[],"{'blur_score': 163.92711563756023, 'brightness': 175.14730834960938, 'contrast': 51.72248715420483, 'noise_level': 0.3303300300341651}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001194_002.png
True,[],"{'blur_score': 124.91975608927896, 'brightness': 165.26784801483154, 'contrast': 66.49603732552798, 'noise_level': 0.36268510909576407}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001187_006.png
True,[],"{'blur_score': 119.83823947455674, 'brightness': 141.92649459838867, 'contrast': 61.07965308086543, 'noise_level': 0.28139863265246223}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001190_001.png
True,[],"{'blur_score': 146.78607037971597, 'brightness': 174.8049144744873, 'contrast': 53.23439822555341, 'noise_level': 0.3063961030588405}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001189_000.png
True,[],"{'blur_score': 78.7175177862955, 'brightness': 131.3439769744873, 'contrast': 65.66632084415663, 'noise_level': 0.6340118774618924}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001188_000.png
True,[],"{'blur_score': 71.51902333799706, 'brightness': 106.63753414154053, 'contrast': 69.71377546764899, 'noise_level': 0.5960414970732674}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001190_002.png
True,[],"{'blur_score': 108.90365269487663, 'brightness': 120.73285007476807, 'contrast': 57.12829147216031, 'noise_level': 0.39928316247726425}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001199_007.png
True,[],"{'blur_score': 150.22134077450028, 'brightness': 157.9063081741333, 'contrast': 41.62385214330056, 'noise_level': 0.2724325095527202}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001199_002.png
True,[],"{'blur_score': 52.90702881490779, 'brightness': 100.73256778717041, 'contrast': 69.5650342348157, 'noise_level': 0.5119939674879711}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001198_000.png
True,[],"{'blur_score': 135.17332639512352, 'brightness': 162.79535388946533, 'contrast': 57.61999694061763, 'noise_level': 0.3136319181921523}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001199_004.png
True,[],"{'blur_score': 181.1685431073186, 'brightness': 164.52398872375488, 'contrast': 57.303209111985815, 'noise_level': 0.24116457266697822}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001194_006.png
True,[],"{'blur_score': 98.8098963029106, 'brightness': 135.82552337646484, 'contrast': 48.88892225873348, 'noise_level': 0.3248941191655173}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001200_000.png
False,['too_blurry'],"{'blur_score': 16.560548232976544, 'brightness': 152.16818714141846, 'contrast': 50.55788759920141, 'noise_level': 0.29583586474869444}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001196_000.png
False,['too_blurry'],"{'blur_score': 18.542925511434987, 'brightness': 166.77835941314697, 'contrast': 46.222900247372756, 'noise_level': 0.30767903482082043}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001199_000.png
True,[],"{'blur_score': 133.86485654766147, 'brightness': 167.72768592834473, 'contrast': 62.94472868163246, 'noise_level': 0.3287795125048385}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001187_002.png
True,[],"{'blur_score': 117.0963449714096, 'brightness': 143.432279586792, 'contrast': 38.93287257897477, 'noise_level': 0.32009137461930565}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001200_001.png
True,[],"{'blur_score': 163.63016148783208, 'brightness': 163.60509395599365, 'contrast': 60.85437397616067, 'noise_level': 0.3356527469235019}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001199_006.png
True,[],"{'blur_score': 79.16466913279146, 'brightness': 123.1944522857666, 'contrast': 58.6451489858505, 'noise_level': 0.6661197696711442}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001191_000.png
True,[],"{'blur_score': 145.52413748050094, 'brightness': 169.37127208709717, 'contrast': 53.506346194071654, 'noise_level': 0.30898956511485853}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001199_001.png
True,[],"{'blur_score': 59.42803276480117, 'brightness': 135.45484733581543, 'contrast': 66.18132622935856, 'noise_level': 0.5760471605545666}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001192_000.png
True,[],"{'blur_score': 137.56501059975926, 'brightness': 161.75273990631104, 'contrast': 66.12478354714818, 'noise_level': 0.3132373391794654}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001187_003.png
True,[],"{'blur_score': 118.73472199319804, 'brightness': 135.83583545684814, 'contrast': 65.93311175802968, 'noise_level': 0.2512078384744403}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001194_000.png
True,[],"{'blur_score': 58.1481397811358, 'brightness': 112.07664108276367, 'contrast': 67.2254135029462, 'noise_level': 0.5783632373644637}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001197_000.png
True,[],"{'blur_score': 74.14157353812698, 'brightness': 125.17746925354004, 'contrast': 63.83428413433289, 'noise_level': 0.5941853957976735}",/content/drive/MyDrive/Chest_Xray_Dataset/images_001/images/00001195_000.png
